vegetable_type,storage_temperature,humidity_percent,transport_time_hours,days_since_harvest,storage_type,packaging_type,bruising_level,initial_quality_score,season,district,spoilage_risk_level,estimated_days_remaining,recommended_action
Onion,29.97416192535173,49.21618957945141,5.958230212022719,3,Open Air,Crate,1,59.662638641020195,Winter,Madurai,Low,8.507331808674056,Safe for long transport
Spinach,17.720138998874553,37.15337509429899,11.71295263947126,5,Cold Storage,None,0,64.14343774474087,Winter,Trichy,Low,11.615629575188922,Safe for long transport
Beans,25.42989210310263,57.131715204670634,11.439067092124322,2,Open Air,None,2,63.69608796062266,Winter,Erode,Low,8.064048616981589,Safe for long transport
Cabbage,33.12075835580711,53.635924154654106,46.67375788788515,3,Open Air,Jute Bag,2,60.02634929450309,Summer,Coimbatore,Low,5.706546293720013,Safe for long transport
Tomato,44.90961940195768,47.34076592789353,46.900902924134684,3,Open Air,Jute Bag,0,80.03054034104092,Summer,Trichy,Low,6.201014935430308,Safe for long transport
Onion,26.237383332685454,59.10590569725096,26.985975186352412,6,Warehouse,Jute Bag,2,49.26479814832278,Winter,Erode,Low,8.696433463830136,Safe for long transport
Beans,19.711325308770128,71.09987898858267,30.77589640576205,2,Warehouse,None,0,68.52152631896288,Monsoon,Erode,Low,10.269159262616979,Safe for long transport
Beans,32.832512271635274,85.79332231289179,16.320068544488585,3,Warehouse,Crate,2,61.45997961875187,Summer,Madurai,Low,8.752905883825743,Safe for long transport
Carrot,11.974657160199659,74.91095297666028,19.17656127612526,1,Cold Storage,Jute Bag,0,70.40420563721767,Monsoon,Chennai,Low,12.851100497669222,Safe for long transport
Carrot,26.657918953102634,75.22598595743034,11.741851024473084,1,Cold Storage,None,0,74.25556872701355,Monsoon,Chennai,Low,12.644131520984828,Safe for long transport
Ladies Finger,41.016722286533216,71.15159472276241,16.934400179288932,2,Warehouse,None,2,79.68972875634277,Summer,Erode,Low,8.818099985839423,Safe for long transport
Beans,36.19502183430495,71.7320570000287,4.954578354767295,3,Open Air,None,2,62.16848299685229,Summer,Chennai,Low,6.810455626461739,Safe for long transport
Spinach,31.54007076432223,30.329002950004213,8.557978416622436,1,Open Air,Crate,4,53.7280792838168,Summer,Madurai,High,1.2790311508553938,Sell Immediately / Compost
Tomato,5.723014544620835,62.10309148692325,9.404667333402454,6,Warehouse,Plastic Bag,0,68.27620691664698,Winter,Erode,Low,10.98964742302842,Safe for long transport
Potato,30.453304727435814,46.280018209362964,28.72392983534556,5,Cold Storage,Jute Bag,2,58.031830965312864,Summer,Tirunelveli,Low,11.956006601752232,Safe for long transport
Ladies Finger,25.105483724207684,67.49875250071335,24.148331609486604,4,Cold Storage,None,3,43.72947899294361,Winter,Madurai,Low,11.868120326196301,Safe for long transport
Tomato,6.74415087017735,94.64578320182717,23.087392157574318,5,Cold Storage,Crate,3,40.463698495866026,Monsoon,Madurai,Low,11.950902011090943,Safe for long transport
Cabbage,18.23001218682055,65.92972284430684,27.8977460510294,3,Cold Storage,None,4,52.55293185805776,Winter,Vellore,Low,11.89318902089678,Safe for long transport
Carrot,15.738994275606274,61.54319182796052,18.516282753420317,1,Warehouse,Crate,2,74.10183510268095,Winter,Coimbatore,Low,10.426697967057866,Safe for long transport
Cabbage,13.356748704614407,73.62432859356329,17.856398720919703,6,Warehouse,Crate,1,69.22305853262614,Monsoon,Coimbatore,Low,9.723984031270422,Safe for long transport
Tomato,10.464853257681153,76.07921479915771,26.982538914671665,1,Warehouse,Crate,1,88.01216955740311,Monsoon,Madurai,Low,10.545696873692638,Safe for long transport
Coriander,5.207394510959471,70.81313697166135,10.130875815065986,5,Open Air,None,3,57.36594686522676,Monsoon,Madurai,High,1.4583237817004608,Sell Immediately / Compost
Carrot,31.881045411807975,51.329923385857576,8.286955986203978,5,Cold Storage,Crate,1,50.91500749817148,Summer,Coimbatore,Low,12.292296232842531,Safe for long transport
Brinjal,6.553389377176928,49.71225845375948,26.242874078242806,4,Cold Storage,None,3,49.47463082490529,Winter,Trichy,Low,12.356319655887471,Safe for long transport
Ladies Finger,23.290606464549143,84.73149987577878,10.135861597759032,5,Warehouse,Jute Bag,3,43.982362667289095,Monsoon,Vellore,Low,8.636763831324195,Safe for long transport
Onion,25.65201393204781,50.992170741180985,38.373751154129074,6,Warehouse,None,1,47.76052230246373,Winter,Coimbatore,Low,8.946343353950118,Safe for long transport
Ladies Finger,8.234918664687907,57.840440871107006,33.35949533597222,0,Open Air,Crate,1,72.19362077472209,Winter,Salem,Low,9.545990583896447,Safe for long transport
Beans,33.583836908002496,72.91282948665253,14.156893156459313,4,Warehouse,None,4,56.351622387030574,Summer,Vellore,Low,8.037844770173045,Safe for long transport
Carrot,6.908645107665952,66.79241868211496,8.456383039197078,5,Cold Storage,Plastic Bag,3,41.38007926065258,Winter,Tirunelveli,Low,12.346011151919397,Safe for long transport
Tomato,17.45653237565177,93.66818436039806,9.240522684798911,1,Open Air,None,3,57.196056097300456,Monsoon,Trichy,Low,7.364891020198224,Safe for long transport
Ladies Finger,20.94018937589494,70.03025637339407,30.84940159077926,1,Warehouse,Crate,2,72.09408775740263,Monsoon,Coimbatore,Low,9.626903356013994,Safe for long transport
Tomato,26.5750979360025,74.45764501087916,29.94500472632595,6,Open Air,Plastic Bag,2,66.02847884047199,Monsoon,Chennai,Low,5.425613091788771,Safe for long transport
Onion,27.93468166687733,38.35252296020416,39.12659630659214,2,Cold Storage,None,0,92.83571691471742,Winter,Madurai,Low,12.504967027301714,Safe for long transport
Coriander,13.267374395069815,47.80747327587369,11.085688626293583,5,Open Air,Plastic Bag,1,70.4902032024907,Winter,Madurai,Medium,3.9437334678206852,Sell within 2 days / Cold Storage
Tomato,31.228905415229686,55.05078036276173,33.035842441721115,5,Open Air,Jute Bag,3,60.78671076075818,Summer,Salem,Low,5.219695773097472,Safe for long transport
Onion,30.15771387119536,87.03568087925845,35.54833905878263,4,Cold Storage,Plastic Bag,1,65.70412826924355,Summer,Chennai,Low,11.793980206836633,Safe for long transport
Cabbage,37.27338957069056,94.38283423004377,20.393030814837044,1,Cold Storage,Jute Bag,4,54.1579057937102,Summer,Erode,Low,11.534753164967794,Safe for long transport
Carrot,35.03484271165989,79.04528681550435,5.846821835288832,0,Cold Storage,Crate,0,79.60148803091835,Summer,Chennai,Low,12.5967789892193,Safe for long transport
Potato,20.568067149366524,30.704447346219393,43.552952891705395,3,Cold Storage,Jute Bag,3,63.203136643698585,Winter,Chennai,Low,12.10036764354245,Safe for long transport
Ladies Finger,8.668165890339242,69.15866018357274,27.024043460252635,4,Cold Storage,Jute Bag,0,61.403938060523444,Winter,Erode,Low,12.629078879201602,Safe for long transport
Ladies Finger,24.776812188103257,33.74131940108188,26.82785746921557,4,Warehouse,Jute Bag,2,69.17494451636084,Winter,Trichy,Low,9.681497278496732,Safe for long transport
Spinach,35.46042526869889,70.18417411555697,5.752765777771142,6,Open Air,Plastic Bag,1,58.89954805862756,Summer,Erode,High,0.0,Sell Immediately / Compost
Coriander,10.86419286768102,63.36620096500554,11.961719403952808,4,Cold Storage,Crate,0,86.41745732151577,Winter,Chennai,Low,11.624491804157802,Safe for long transport
Spinach,28.675549552851372,52.76418603552038,34.28451619241039,2,Cold Storage,None,2,61.46172463290864,Winter,Tirunelveli,Low,10.225922652699769,Safe for long transport
Potato,9.447899292246053,62.020631778905845,1.5336213040686961,3,Open Air,Crate,3,69.01584559325715,Winter,Chennai,Low,8.66177564103128,Safe for long transport
Spinach,34.76846627773192,74.26756276129908,12.162804150746087,0,Warehouse,None,0,96.0579738456838,Summer,Salem,Low,6.8226826127300795,Safe for long transport
Beans,22.453433264262237,82.13710118673771,46.96133143145073,4,Cold Storage,Jute Bag,4,67.78894388357901,Monsoon,Trichy,Low,11.370298548043445,Safe for long transport
Ladies Finger,15.119606719569646,75.2017230019321,4.545423713219155,6,Cold Storage,Plastic Bag,0,70.8267424025219,Monsoon,Tirunelveli,Low,12.561448997034521,Safe for long transport
Beans,20.368073255168795,77.91154587979625,44.016954058448,1,Open Air,None,3,62.0698019439089,Monsoon,Erode,Low,6.054285196838292,Safe for long transport
Coriander,12.524846388950452,60.14039632109884,17.60755471722448,1,Cold Storage,Plastic Bag,2,77.94485142059236,Winter,Chennai,Low,11.314178490091013,Safe for long transport
Tomato,16.19054028675783,56.728436856692106,29.33074845509503,4,Cold Storage,Crate,4,66.2159548140615,Winter,Madurai,Low,11.910392717950167,Safe for long transport
Potato,34.0287803355344,69.87198773582634,20.657422705659087,5,Open Air,Jute Bag,4,35.79100923491757,Summer,Trichy,Medium,4.52209782100547,Sell within 2 days / Cold Storage
Tomato,36.10409134940902,61.22405532131305,47.308444381278704,2,Cold Storage,Crate,0,93.09743193443809,Summer,Vellore,Low,12.06042439786597,Safe for long transport
Tomato,38.533148188445516,60.46505538667307,20.496516609870262,0,Cold Storage,None,3,79.38703027390233,Summer,Vellore,Low,12.019658393819261,Safe for long transport
Ladies Finger,44.86547348295622,66.10306086417079,37.14240851348399,4,Open Air,Crate,0,65.23254496988895,Summer,Madurai,Low,5.78058927974638,Safe for long transport
Spinach,10.1663766060598,92.01331677181696,29.49020781919136,5,Cold Storage,Plastic Bag,1,60.74488154098522,Monsoon,Erode,Low,10.293366879747943,Safe for long transport
Cabbage,5.887389681212065,62.38073713198304,23.381902749083665,2,Warehouse,Crate,0,80.55720516323457,Winter,Chennai,Low,11.356558690827226,Safe for long transport
Ladies Finger,8.536328934625864,81.46815956552614,28.727927165468895,6,Warehouse,Jute Bag,4,50.60928654060393,Monsoon,Vellore,Low,8.281982546994117,Safe for long transport
Onion,37.20178670077448,88.70481881398071,30.011394468572725,1,Open Air,Crate,1,73.76732135299197,Summer,Coimbatore,Low,6.298208681936719,Safe for long transport
Potato,41.166347779749934,52.63660535651452,25.15750599051111,6,Open Air,Jute Bag,2,62.9292561448039,Summer,Coimbatore,Low,5.201337986250319,Safe for long transport
Brinjal,23.373872317846896,84.73594197621613,37.13913384182368,3,Cold Storage,Crate,4,51.42240224676243,Monsoon,Tirunelveli,Low,11.528965411731448,Safe for long transport
Potato,26.490536668562804,59.90774533393218,28.48400697961022,2,Open Air,None,3,54.45640253197435,Winter,Erode,Low,6.534197075757364,Safe for long transport
Cabbage,21.466448574301126,86.83064431553711,25.21609457861791,1,Cold Storage,Crate,2,81.65371910533348,Monsoon,Madurai,Low,12.173432739046266,Safe for long transport
Onion,16.143613561278343,41.505681477988546,5.1690190865816135,0,Cold Storage,Plastic Bag,1,91.82651788687778,Winter,Chennai,Low,13.123054047911545,Safe for long transport
Tomato,25.136690834194276,74.87566386090874,2.84767057253165,0,Warehouse,Plastic Bag,2,87.6261720159544,Monsoon,Tirunelveli,Low,10.360222063896162,Safe for long transport
Tomato,16.07510592588815,82.40308318654898,36.16820544803194,4,Warehouse,Jute Bag,1,75.79866226812757,Monsoon,Vellore,Low,9.263136876533654,Safe for long transport
Cabbage,33.82064245565859,34.05218856323069,7.943737319592655,2,Warehouse,Jute Bag,2,69.96340455795946,Summer,Vellore,Low,10.189611986364678,Safe for long transport
Onion,22.896494672938186,64.6201223195765,12.396113670832294,0,Warehouse,Plastic Bag,1,81.91895276056509,Winter,Chennai,Low,10.790889409836591,Safe for long transport
Tomato,13.457920279861785,51.28732789156445,6.628820195504807,0,Cold Storage,None,3,65.65312909837914,Winter,Salem,Low,12.76099712892419,Safe for long transport
Spinach,24.93768795716229,35.649818725682536,26.244007465471746,1,Warehouse,None,0,83.93375627567923,Winter,Erode,Low,8.105598007328165,Safe for long transport
Coriander,16.351036231948978,53.60034926591128,31.358110342585256,1,Warehouse,None,4,56.91045443842742,Winter,Madurai,Medium,4.739395785613535,Sell within 2 days / Cold Storage
Spinach,14.48907166943978,36.61586072032624,8.184379541663606,6,Open Air,Jute Bag,0,54.40701236984927,Winter,Tirunelveli,Low,5.2930934476147335,Safe for long transport
Potato,5.729699257134442,75.30249505381741,47.871010134114535,5,Open Air,None,2,70.96521377681941,Monsoon,Chennai,Low,6.457002248065241,Safe for long transport
Beans,44.0026865178057,61.89867065182099,34.976116541223455,5,Cold Storage,Crate,2,62.14838068409699,Summer,Vellore,Low,11.485043505934637,Safe for long transport
Potato,38.54330234810499,43.33004140971484,46.495721125699006,3,Warehouse,None,3,53.27229197245241,Summer,Salem,Low,8.011362420629483,Safe for long transport
Tomato,29.424801697665302,48.76098596061662,28.31819640686278,2,Warehouse,None,2,71.81649292673697,Winter,Trichy,Low,9.50399430369852,Safe for long transport
Beans,18.464171127756824,38.736954001033325,3.978623612220084,3,Open Air,Plastic Bag,1,58.6360433372797,Winter,Erode,Low,9.774040482837336,Safe for long transport
Ladies Finger,5.108435976573187,37.58524416920929,23.238811449438934,5,Warehouse,Jute Bag,0,80.52182380049365,Winter,Tirunelveli,Low,11.295708974303986,Safe for long transport
Onion,9.971888939421788,77.50638588823688,45.10200147058878,3,Warehouse,Jute Bag,3,71.25486330274816,Monsoon,Salem,Low,8.79821779114651,Safe for long transport
Cabbage,38.117635487099676,78.78262510974538,38.57824515321723,2,Cold Storage,Plastic Bag,2,73.955916620886,Summer,Trichy,Low,11.664447347541437,Safe for long transport
Coriander,41.31464521850064,50.55277784927215,28.650413762367663,1,Warehouse,None,2,75.72304632545513,Summer,Tirunelveli,Medium,4.1273995384369915,Sell within 2 days / Cold Storage
Tomato,34.904375207050045,62.67682535601114,11.913996671900414,0,Warehouse,Jute Bag,4,77.19416332893641,Summer,Coimbatore,Low,9.043824832370262,Safe for long transport
Potato,26.713972424536358,58.049329303868774,16.642341937886762,2,Open Air,None,4,58.862708792118966,Winter,Chennai,Low,6.506066801838804,Safe for long transport
Carrot,27.92603397029555,94.85002003504981,36.362946641824664,4,Cold Storage,Jute Bag,0,59.00597304207338,Monsoon,Vellore,Low,11.926323800611794,Safe for long transport
Beans,33.56256328894457,62.10879666350607,36.46785871742548,5,Open Air,Plastic Bag,3,53.71000657845035,Summer,Vellore,Medium,4.678490211139827,Sell within 2 days / Cold Storage
Brinjal,20.89149162241469,81.824198775671,8.046119085392368,6,Cold Storage,Crate,2,62.818453334013,Monsoon,Madurai,Low,12.03102314832163,Safe for long transport
Brinjal,33.64716298931809,68.93690871052623,39.85954490702668,5,Open Air,None,1,78.41850018835446,Summer,Tirunelveli,Low,5.5146759936691545,Safe for long transport
Coriander,28.44919328067189,62.88276412749029,29.738349065428448,6,Warehouse,None,3,64.5625156678224,Winter,Chennai,Medium,2.055469162907494,Sell within 2 days / Cold Storage
Ladies Finger,41.89997524709183,75.9705112303709,8.169335016970283,3,Warehouse,Crate,2,73.09332706874169,Summer,Salem,Low,8.740510962528882,Safe for long transport
Cabbage,38.61758527921692,89.19460288662134,6.772106746749488,4,Cold Storage,Crate,3,46.739880436098005,Summer,Tirunelveli,Low,11.632826190361698,Safe for long transport
Spinach,18.285856506197558,50.243877162966676,11.687594181224293,6,Cold Storage,Jute Bag,4,42.05591724937703,Winter,Salem,Low,9.944161444795247,Safe for long transport
Brinjal,36.51159554857969,69.24189956245903,6.370563102617324,3,Cold Storage,Crate,1,69.9710036695644,Summer,Madurai,Low,12.239386135297327,Safe for long transport
Onion,41.738188997572045,68.15943456887686,2.5437935014416024,2,Warehouse,Crate,0,78.95103318218439,Summer,Erode,Low,10.073588053700613,Safe for long transport
Beans,6.355166409863799,50.245756123629235,37.68329825466612,2,Open Air,Crate,1,78.90612116050131,Winter,Chennai,Low,9.120241414091364,Safe for long transport
Carrot,44.02165262731025,59.83428422110585,27.193352337832252,5,Warehouse,Plastic Bag,0,63.9878773529943,Summer,Erode,Low,8.786431114077402,Safe for long transport
Carrot,22.071556213469975,81.9858314348275,17.42118895531865,5,Cold Storage,Plastic Bag,4,49.16200835329998,Monsoon,Trichy,Low,11.653627956788156,Safe for long transport
Cabbage,28.498144169362973,49.112904149363146,34.56078239012193,1,Open Air,Crate,0,79.02289182625978,Winter,Chennai,Low,8.534016855261395,Safe for long transport
Beans,35.61425124264963,36.69379615653551,16.715052131592664,6,Warehouse,Jute Bag,1,55.12234019430662,Summer,Erode,Low,9.383959950789029,Safe for long transport
Onion,21.349366843923857,31.650113117922416,8.339172076210946,1,Warehouse,Plastic Bag,0,83.55167785778019,Winter,Erode,Low,11.84935423315903,Safe for long transport
Potato,14.242991863522857,73.67302833391734,1.9263952744551154,5,Cold Storage,Jute Bag,2,71.62381447540508,Monsoon,Trichy,Low,12.382639192764742,Safe for long transport
Cabbage,8.977655710373806,45.806192414964514,34.94654579721598,5,Warehouse,None,3,60.04255409711939,Winter,Chennai,Low,9.38659699226554,Safe for long transport
Ladies Finger,21.25569233094088,51.059353971941974,5.085475702666418,1,Warehouse,Plastic Bag,4,47.795966116214586,Winter,Vellore,Low,9.963464032934123,Safe for long transport
Potato,28.321662438787687,57.39259578851237,42.95557042061782,6,Cold Storage,None,1,71.75321994267979,Winter,Madurai,Low,11.818959139868733,Safe for long transport
Potato,28.61179770059231,47.424136653486954,30.3349986689093,5,Open Air,Plastic Bag,4,43.83397278625753,Winter,Coimbatore,Low,5.166316132750049,Safe for long transport
Brinjal,43.981890607954796,80.684320361222,6.3691825182586514,5,Warehouse,Crate,0,69.54335101451039,Summer,Vellore,Low,8.99614358683006,Safe for long transport
Tomato,15.747094375397843,65.20622395295635,30.77347633182892,6,Cold Storage,Crate,2,54.65111803659846,Winter,Tirunelveli,Low,11.994126604886445,Safe for long transport
Coriander,26.027607292107433,41.15915358013973,13.79844434641034,2,Open Air,Crate,4,68.45163285207371,Winter,Erode,High,0.3844497001985694,Sell Immediately / Compost
Spinach,15.96220882748824,66.02157016352658,31.61675825253762,1,Warehouse,Plastic Bag,4,54.91051407903849,Winter,Coimbatore,Medium,4.265910815557856,Sell within 2 days / Cold Storage
Beans,34.28738313836249,46.29749293650386,30.755608977800037,4,Warehouse,Crate,0,70.5631157467622,Summer,Trichy,Low,9.637012715017796,Safe for long transport
Coriander,21.881442382027494,53.001639476481216,46.05547733372136,0,Warehouse,Plastic Bag,2,67.36047329043963,Winter,Chennai,Low,5.32846154271472,Safe for long transport
Ladies Finger,38.48315962812117,58.41757076322083,44.029142832719955,2,Warehouse,None,1,70.89948119156163,Summer,Madurai,Low,8.786616318347926,Safe for long transport
Cabbage,42.47318957299032,77.61718631866627,11.102197793765567,3,Warehouse,None,2,76.2458898093013,Summer,Madurai,Low,8.59093086116419,Safe for long transport
Tomato,24.854649888049455,68.7947851795978,16.70946286839716,1,Open Air,Plastic Bag,0,77.54620483402657,Winter,Salem,Low,9.020131873930485,Safe for long transport
Tomato,24.81965264824794,74.74615576780283,21.436884914376073,6,Warehouse,Jute Bag,4,32.07018171877334,Monsoon,Coimbatore,Low,7.820987704800264,Safe for long transport
Potato,15.885805489198507,68.36499334649066,17.96577315618126,3,Warehouse,Jute Bag,4,64.70040676375568,Winter,Salem,Low,9.099436663924823,Safe for long transport
Spinach,22.84023091831823,42.03364037451028,26.469344526782834,2,Warehouse,Plastic Bag,4,64.76829693553557,Winter,Salem,Medium,4.446470621580797,Sell within 2 days / Cold Storage
Beans,44.22307200719953,88.71864782134162,31.39325119850668,2,Open Air,Plastic Bag,1,60.182804341055174,Summer,Trichy,Low,5.409013860886986,Safe for long transport
Coriander,28.530550278797243,94.95797747177926,27.122909327547443,5,Open Air,Jute Bag,4,56.930710143748456,Monsoon,Tirunelveli,High,0.0,Sell Immediately / Compost
Potato,41.975847815061215,93.1187859357489,45.380524988331395,1,Warehouse,Crate,2,66.57301419729767,Summer,Chennai,Low,7.677416140882019,Safe for long transport
Coriander,30.781866025032887,72.26087777880983,18.140770724493375,3,Cold Storage,Crate,4,56.90795397904701,Summer,Madurai,Low,9.417172817149886,Safe for long transport
Coriander,33.99067086115046,34.248162151931254,15.818645878038685,0,Cold Storage,Crate,4,68.77674129311028,Summer,Salem,Low,10.432755070050153,Safe for long transport
Coriander,40.06661511449798,57.13789546181299,22.711313977052615,1,Open Air,Jute Bag,4,62.868114020816364,Summer,Vellore,High,0.0,Sell Immediately / Compost
Potato,7.801188229898841,30.616553185852375,3.4761402909297434,0,Cold Storage,Crate,3,73.8251638965511,Winter,Trichy,Low,13.077330126424048,Safe for long transport
Cabbage,15.867478842760164,55.88867995841631,5.309868750237216,6,Warehouse,None,0,59.163314373049076,Winter,Trichy,Low,10.729556396186549,Safe for long transport
Potato,23.6924306615061,49.305186969567345,41.08262561951936,1,Open Air,Plastic Bag,0,94.31017306172603,Winter,Salem,Low,8.595193938421652,Safe for long transport
Spinach,9.378703947164606,55.455959135123145,6.848565192952249,2,Open Air,Plastic Bag,4,46.68233006936778,Winter,Trichy,Medium,2.6494659924522175,Sell within 2 days / Cold Storage
Beans,44.29322060320327,87.4729335785477,29.237526982783308,5,Cold Storage,Crate,3,41.949592284486826,Summer,Salem,Low,11.183501795514154,Safe for long transport
Cabbage,42.709270965405025,72.22703218450394,29.56362935930638,4,Open Air,Crate,1,64.52271834473748,Summer,Madurai,Low,5.499630390890719,Safe for long transport
Spinach,12.457530485770182,80.67299078183896,17.455887180836314,4,Open Air,Jute Bag,0,73.54781100029177,Monsoon,Vellore,Medium,3.3199611339488673,Sell within 2 days / Cold Storage
Brinjal,44.79631290585741,41.30319119926668,19.623374888424962,1,Open Air,Crate,2,81.47499374971854,Summer,Salem,Low,7.01812892610357,Safe for long transport
Beans,29.917495317404747,78.61165426599484,2.638662530989771,3,Open Air,Plastic Bag,2,77.3238258789114,Monsoon,Coimbatore,Low,7.179098409320259,Safe for long transport
Potato,15.918374994252598,60.983993841473946,3.085703186062128,1,Open Air,Plastic Bag,0,83.52572111827418,Winter,Vellore,Low,10.53774541681404,Safe for long transport
Onion,21.338128522827947,54.22475360580041,13.208427836735332,4,Open Air,Crate,4,44.60549605849434,Winter,Tirunelveli,Low,6.578518499960802,Safe for long transport
Ladies Finger,44.65901340580193,33.99860670555028,42.49659464946068,5,Cold Storage,Jute Bag,2,55.43427623706579,Summer,Coimbatore,Low,11.604871742446031,Safe for long transport
Onion,26.75115631989597,86.19203721997765,35.49376619082398,2,Cold Storage,Jute Bag,0,74.02026636235713,Monsoon,Madurai,Low,12.189515381552372,Safe for long transport
Spinach,42.203614020389544,36.87921609885796,33.85256468786062,3,Warehouse,Plastic Bag,4,67.15530583235696,Summer,Madurai,High,1.87331607273509,Sell Immediately / Compost
Potato,40.162859209125266,30.33443609905646,39.537505118180704,4,Open Air,Jute Bag,1,77.53901072357186,Summer,Vellore,Low,6.49856474602578,Safe for long transport
Carrot,12.725314583491723,35.466384590419004,16.34237809565477,0,Cold Storage,None,1,84.02017109298833,Winter,Vellore,Low,13.105654094458956,Safe for long transport
Cabbage,37.74717681999367,38.349166676057436,14.317118568482336,6,Open Air,Plastic Bag,1,57.25616498116058,Summer,Erode,Low,6.974216402637046,Safe for long transport
Ladies Finger,9.10038911962717,90.91985167036933,33.33062894813823,1,Warehouse,None,3,54.02051804406315,Monsoon,Salem,Low,9.326664642167108,Safe for long transport
Coriander,23.94295553740354,33.76482993632189,4.510637634619139,1,Open Air,Crate,4,60.37874921030965,Winter,Erode,Medium,2.5767094860944333,Sell within 2 days / Cold Storage
Potato,28.775834369141812,54.934796926365415,4.084428794978608,0,Open Air,Jute Bag,2,67.57526249065147,Winter,Vellore,Low,8.809969218749364,Safe for long transport
Carrot,22.836108255069934,47.78573330830828,47.864851507412425,0,Warehouse,Plastic Bag,4,70.81046677344466,Winter,Salem,Low,8.866534375857965,Safe for long transport
Brinjal,38.59788658689887,80.23348070109229,11.812523102477394,2,Warehouse,Jute Bag,3,49.93906941242548,Summer,Salem,Low,8.511060363558888,Safe for long transport
Ladies Finger,41.38098043791273,85.7284059860124,46.3324621966998,2,Cold Storage,Plastic Bag,2,66.28002018945129,Summer,Madurai,Low,11.450563596993248,Safe for long transport
Beans,14.198184235643447,43.851805761630416,2.463301895572034,0,Open Air,Jute Bag,2,89.04580283744166,Winter,Chennai,Low,10.308733424177088,Safe for long transport
Spinach,39.744926718224434,80.47879543146321,37.233326698270446,5,Open Air,None,2,68.90393483592082,Summer,Vellore,High,0.0,Sell Immediately / Compost
Ladies Finger,41.473441398396446,92.88823213489556,9.716567109802753,6,Cold Storage,Crate,0,70.21919344788014,Summer,Tirunelveli,Low,11.830826509635273,Safe for long transport
Brinjal,22.212235795978508,43.03410723552189,24.104943696847535,6,Open Air,Crate,4,49.707918166568675,Winter,Trichy,Low,5.758336631877816,Safe for long transport
Cabbage,17.41447835694295,59.58930969031708,1.5461653756807299,1,Open Air,None,2,77.84945658379627,Winter,Coimbatore,Low,9.336657390614134,Safe for long transport
Tomato,43.10594552154868,89.0082124440016,35.04140948194136,2,Cold Storage,Plastic Bag,0,81.12713505532493,Summer,Chennai,Low,11.845318476233718,Safe for long transport
Beans,29.726229372724763,75.66022308536677,27.303488123884964,1,Cold Storage,Crate,0,93.476004574588,Monsoon,Salem,Low,12.39255177037595,Safe for long transport
Tomato,37.980561875873356,53.25708781033764,16.138451004308763,5,Warehouse,Crate,1,74.0176009732725,Summer,Tirunelveli,Low,9.151676619870317,Safe for long transport
Onion,6.647339811170867,73.5750547930368,45.72284879470037,4,Warehouse,Jute Bag,0,86.0863673873107,Monsoon,Tirunelveli,Low,10.02444644973971,Safe for long transport
