vegetable_name,current_price_rs,prev_week_price_rs,current_supply_kg,current_demand_kg,supply_demand_ratio,month,festival_next_week,rainfall_mm,num_farmers_producing,cold_storage_available,district,crash_alert,crash_severity,predicted_price
Brinjal,35.0,32.22234129322194,546.0,3859,0.14148743197719615,11,1,113.5890461105259,154,0,Vellore,0,None,37.908418083116295
Beans,16.0,16.303033647184325,2021.0,1326,1.5241327300150829,5,0,91.02873700723121,91,1,Vellore,0,None,16.071790643427743
Carrot,69.0,75.37730799409678,630.0,3483,0.18087855297157623,8,0,114.48555188669314,192,1,Salem,0,None,73.1948823157324
Brinjal,34.0,40.63483842992874,4611.0,992,4.648185483870968,6,0,92.38857011511752,179,1,Trichy,0,None,37.33432093072409
Potato,41.0,52.194474514574146,1313.0,4624,0.28395328719723184,2,0,7.519354641252174,199,0,Vellore,0,None,40.83420688022334
Cabbage,19.0,17.79691494684687,3930.0,4935,0.7963525835866262,12,0,0.6692724085958446,142,1,Erode,0,None,18.87578091284308
Cabbage,77.0,91.33904210921465,4888.0,931,5.250268528464018,2,0,76.86532943193633,190,1,Tirunelveli,0,None,79.76656815347329
Brinjal,46.0,55.86874826524616,1438.0,1306,1.101071975497703,10,1,180.7447934350541,55,1,Madurai,0,None,50.50050117028291
Carrot,68.0,72.12298243077326,1384.0,4064,0.3405511811023622,4,0,35.305606401101656,119,0,Chennai,0,None,64.19861244335439
Tomato,14.0,12.92391898875502,1226.0,3236,0.3788627935723115,6,0,198.98156452928706,18,1,Erode,0,None,13.086906697814564
Onion,91.0,107.23515049715805,502.0,4755,0.10557308096740273,2,0,107.39488457868272,22,0,Madurai,0,None,92.69150681411901
Beans,20.0,25.01968690104304,3182.0,1487,2.1398789509078684,2,0,172.42552345309014,38,1,Trichy,1,Low,21.238064298899513
Cabbage,20.0,18.695894079291282,1483.0,1474,1.0061058344640434,5,0,144.684022737717,47,0,Salem,0,None,19.983502940315084
Beans,57.0,66.87829981143878,4536.0,3611,1.256161728053171,12,0,118.48155693190353,54,1,Trichy,0,None,60.701363011546704
Cabbage,49.0,55.18834649431751,1812.0,1785,1.015126050420168,2,0,49.057106451066915,156,1,Erode,0,None,45.641938465084756
Cabbage,54.0,63.66538357205653,4951.0,4786,1.0344755536982866,11,0,176.17415183978568,197,0,Salem,0,None,58.01591009964851
Potato,51.0,48.52894529645828,4008.0,4241,0.9450601273284602,7,0,163.59340482381245,48,0,Vellore,0,None,54.38776861516897
Ladies Finger,75.0,76.11114399524737,3617.0,2190,1.6515981735159817,7,0,75.33907239735976,122,1,Chennai,0,None,67.63608606979088
Ladies Finger,92.0,110.80582681207463,1747.0,4402,0.3968650613357565,6,0,186.4056211020035,165,1,Madurai,0,None,84.6861789950285
Brinjal,77.0,78.56967786196194,1540.0,1417,1.086803105151729,4,0,69.17661139059135,154,1,Chennai,0,None,78.86209897361914
Potato,23.0,29.656098516432053,784.0,4247,0.18460089474923475,2,0,4.917383291760302,189,1,Coimbatore,0,None,20.80176833703339
Beans,84.0,98.55872465397857,4109.0,4053,1.0138169257340242,3,0,188.86072699156597,183,1,Vellore,0,None,77.31685281085448
Tomato,21.436511310750916,38.251049148099824,6097.330663783343,3593,1.697002689614067,11,1,83.94546338522446,193,1,Vellore,1,Low,22.030413919537647
Beans,78.0,100.90010261634664,4463.0,1433,3.1144452198185624,9,0,173.6245626981062,24,1,Madurai,0,None,81.35281502715506
Onion,89.0,99.43908788612251,1484.0,4176,0.3553639846743295,12,0,90.73872692105654,62,0,Vellore,0,None,89.54030820836297
Carrot,62.0,78.4135336670058,4973.0,3446,1.443122460824144,12,0,23.461637792478896,157,1,Madurai,0,None,57.35230382331163
Brinjal,18.0,17.643778032242427,1516.0,616,2.461038961038961,4,0,91.04402981636024,139,1,Chennai,0,None,16.24183394366916
Onion,47.0,47.7832564797349,1228.0,2543,0.48289421942587496,2,0,144.85706162528237,111,1,Tirunelveli,0,None,49.34211940755206
Tomato,54.44780080989432,93.49328403691702,3231.0767167752833,1213,2.663707103689434,6,0,17.57329982896667,106,1,Salem,1,Medium,52.82119379071729
Tomato,75.0,96.82399158944357,589.0,2209,0.2666364870982345,6,0,40.03004884896202,131,1,Coimbatore,0,None,70.01223873388605
Tomato,15.0,17.068659824261616,3644.0,2770,1.3155234657039712,3,0,189.47009252620774,169,0,Trichy,1,Low,15.375913980641846
Brinjal,16.0,18.629248757115207,707.0,1399,0.505360972122945,11,0,128.71553903930499,31,1,Tirunelveli,0,None,16.084488514995563
Onion,91.0,84.09681585725653,2634.0,4095,0.6432234432234433,11,0,65.80348756293245,54,1,Tirunelveli,0,None,90.45732318707931
Ladies Finger,62.0,72.13595283242172,806.0,4165,0.1935174069627851,7,0,66.46292507102179,155,1,Erode,0,None,62.526735082920155
Potato,83.0,88.08827718931123,852.0,1402,0.6077032810271041,12,0,192.1561102973954,85,0,Madurai,0,None,81.60406227803922
Cabbage,13.0,15.523821553061914,3953.0,1455,2.7168384879725087,5,0,117.61167561801584,161,1,Chennai,0,None,11.776425558966919
Onion,75.0,85.43170695767593,3479.0,2297,1.5145842403134524,4,0,182.4726691233382,48,0,Erode,0,None,70.659932835085
Ladies Finger,30.0,35.79735626898338,3414.0,4091,0.8345147885602542,8,0,35.93662177404839,109,1,Coimbatore,0,None,28.425259949543268
Beans,46.0,57.12068571800026,3552.0,2865,1.2397905759162304,7,0,118.58367996635637,69,1,Coimbatore,0,None,46.730617073960204
Brinjal,79.0,91.70709455876184,4428.0,2540,1.7433070866141733,7,0,65.03801284493898,37,0,Coimbatore,0,None,83.3208753858483
Cabbage,56.0,55.656698457058745,3581.0,4278,0.8370733987844787,7,0,103.95478971120353,127,0,Chennai,0,None,54.17443557603041
Beans,14.0,13.992799926490727,2860.0,1075,2.66046511627907,1,0,132.76090552436102,37,0,Salem,0,None,13.92896645209948
Tomato,88.0,98.84653678570398,1774.0,1456,1.2184065934065933,12,0,11.417371217862971,157,0,Erode,0,None,88.54858369281817
Brinjal,44.0,47.55870289778846,4328.0,1508,2.870026525198939,1,0,193.0237392872091,21,0,Coimbatore,1,Low,39.64347183222281
Onion,38.0,47.39235807670434,3749.0,1418,2.643864598025388,2,0,26.542930763855477,181,1,Salem,0,None,35.290921951499385
Onion,17.0,21.89540191352944,628.0,1514,0.4147952443857332,12,0,46.912258666965734,17,0,Coimbatore,0,None,18.57537923158936
Carrot,64.0,82.65296095745359,2974.0,3985,0.7462986198243413,1,0,172.92176719100735,154,1,Coimbatore,0,None,67.43704786590453
Potato,55.0,69.7109115338571,3572.0,3624,0.9856512141280354,9,0,21.318606061598146,57,1,Erode,0,None,56.7362983506334
Onion,72.0,92.94261650557394,3132.0,4328,0.7236598890942699,6,0,21.821926353149944,86,0,Erode,0,None,74.1673677282007
Beans,28.0,34.24787454974209,1500.0,1350,1.1111111111111112,4,0,24.04181107412169,118,1,Tirunelveli,0,None,28.24913894858076
Tomato,80.0,90.03004567515069,4486.0,3375,1.3291851851851852,12,0,74.65035832586801,102,1,Salem,0,None,75.63631403621042
Onion,81.0,94.55009467318254,3389.0,1461,2.3196440793976727,3,0,190.29571193319822,183,1,Madurai,0,None,86.62411125423571
Brinjal,34.0,35.770660415487654,4899.0,3864,1.2678571428571428,10,0,109.88284768609067,24,1,Trichy,0,None,35.67875486972359
Brinjal,30.0,29.349335828202555,1514.0,4931,0.3070371121476374,11,0,130.93861628626965,133,1,Madurai,0,None,29.280447053623234
Brinjal,28.0,26.335913278631224,1463.0,872,1.6777522935779816,6,0,106.45204266780803,61,1,Trichy,1,Low,28.453219498271668
Onion,11.0,11.099545603227549,2637.0,3916,0.673391215526047,2,0,136.22357079299655,103,0,Chennai,0,None,10.29916436493038
Ladies Finger,72.0,67.87805538512862,944.0,535,1.7644859813084113,7,0,110.04530843125235,93,1,Vellore,1,Low,65.4251404731094
Onion,22.0,25.094184017287716,1800.0,1743,1.0327022375215147,11,0,34.954688565475436,18,1,Vellore,0,None,21.38739908408664
Onion,89.0,99.91627926254714,1816.0,4645,0.39095801937567276,8,0,84.74765072975256,161,1,Erode,0,None,91.98238820738817
Onion,83.0,89.69868693407601,2084.0,982,2.1221995926680246,4,0,19.142911104032343,117,1,Madurai,0,None,75.09240052836918
Carrot,80.0,89.49431720685024,1149.0,1468,0.7826975476839237,12,0,11.690922821710782,87,1,Madurai,0,None,74.26839029643364
Cabbage,94.0,110.01163081528534,2077.0,4508,0.46073646850044364,7,0,20.821929876833266,33,0,Madurai,0,None,98.21756976202035
Onion,45.0,42.04184849273575,4948.0,572,8.65034965034965,7,0,123.43115667912936,145,1,Erode,0,None,44.48168942832603
Brinjal,14.0,12.991616991972831,4755.0,3323,1.4309359012940115,12,0,91.37172897607373,59,1,Coimbatore,0,None,13.132909615893391
Onion,11.0,11.496954796122365,4374.0,2901,1.5077559462254395,12,0,17.753478821553692,39,1,Vellore,0,None,12.01566461910059
Ladies Finger,64.0,71.31718872251088,2993.0,1132,2.643992932862191,9,0,132.9823448974436,64,1,Vellore,0,None,67.78175949810854
Cabbage,14.0,16.72820926004056,863.0,2868,0.3009065550906555,7,0,18.585828875877986,130,1,Tirunelveli,0,None,13.319732346009824
Cabbage,25.0,27.568384318204824,2023.0,3285,0.6158295281582953,1,0,52.62251398216857,45,1,Vellore,0,None,24.300682037357596
Ladies Finger,82.0,90.51895529345569,2225.0,2189,1.016445865692097,11,0,157.2551913514189,64,0,Coimbatore,0,None,83.22323307001137
Brinjal,21.0,26.7169998030089,4637.0,3225,1.437829457364341,4,0,106.49623851188524,91,1,Trichy,0,None,21.929972682780672
Potato,61.0,74.87713409941219,4994.0,4725,1.0569312169312168,7,0,195.12204017198297,172,1,Erode,0,None,62.71985934361306
Tomato,42.0,53.302320800625026,1633.0,737,2.2157394843962006,6,0,165.0401534831136,134,1,Trichy,1,Low,43.39697784101434
Onion,77.0,73.46312170596855,4723.0,4179,1.130174682938502,5,0,101.22837256804883,101,1,Erode,0,None,76.06848000494682
Brinjal,41.0,40.443026193157436,4849.0,3701,1.3101864360983517,6,0,112.8882181357765,69,1,Vellore,0,None,38.47261613585326
Tomato,15.191148773781274,47.12056366173685,4618.272472479744,2630,1.7559971378249974,2,0,138.4322683388264,165,1,Madurai,0,None,13.861290690959173
Brinjal,49.0,60.05381728231797,1882.0,1903,0.9889647924330005,7,0,131.14473451233127,61,0,Chennai,0,None,52.41055567544414
Onion,72.0,77.7537978860541,2544.0,2639,0.9640015157256536,5,0,77.41575206712616,23,0,Vellore,0,None,78.67904076694586
Carrot,30.0,27.230307321876683,3208.0,1400,2.2914285714285714,11,0,97.57080878527249,190,1,Coimbatore,1,Low,27.658417192065023
Brinjal,61.0,61.39087038333129,3057.0,1045,2.925358851674641,5,0,162.13718559725325,61,0,Madurai,0,None,62.39179199645378
Ladies Finger,30.0,38.474666287787386,3172.0,4700,0.6748936170212766,10,0,137.62694121730843,129,1,Tirunelveli,0,None,29.62561874433235
Ladies Finger,67.0,67.08196599906103,2779.0,1288,2.157608695652174,10,1,45.39293887307283,43,1,Salem,0,None,72.21783827612651
Carrot,78.0,93.20793358411035,2648.0,1531,1.7295885042455912,3,0,131.80710684073617,86,0,Erode,0,None,82.71323670679037
Potato,14.0,15.44804402090644,4827.0,4397,1.0977939504207415,1,0,188.46307793463856,148,1,Erode,0,None,14.794759494949487
Potato,14.0,15.677849844825976,2537.0,3923,0.6466989548814682,10,0,16.43433349528547,147,0,Madurai,0,None,15.310008097566087
Carrot,34.0,43.87347555454358,3493.0,1462,2.3891928864569083,8,0,13.850861257171987,58,0,Erode,0,None,37.12682032291632
Carrot,19.0,23.170227856574765,1151.0,1269,0.9070133963750985,2,0,184.05943624388155,127,1,Tirunelveli,0,None,19.07891893897001
Cabbage,20.0,18.349885007039756,2820.0,1435,1.9651567944250872,2,0,86.4153765888392,155,0,Chennai,0,None,19.75761995877781
Tomato,42.44145653961294,110.01693356204696,6566.785142494272,2660,2.468716218982809,4,0,175.85373199956763,41,1,Chennai,1,High,40.39095376186704
Carrot,22.0,21.745357668792813,801.0,1146,0.6989528795811518,5,0,35.48575389394137,160,1,Coimbatore,0,None,22.19811844314653
Potato,38.0,45.2647970863073,4808.0,782,6.148337595907928,6,0,168.14060560224,59,0,Salem,0,None,39.76929174022351
Potato,65.0,74.4104531387706,2153.0,2566,0.8390491036632892,1,0,127.25827079584961,39,1,Trichy,0,None,68.39457998156107
Carrot,67.0,60.5500874113661,1784.0,1014,1.7593688362919133,10,1,131.51206255560461,113,0,Erode,1,Low,64.46644766210123
Ladies Finger,36.0,42.30553118227078,2659.0,3047,0.8726616343944864,7,0,152.19815200561877,173,0,Erode,0,None,32.65424175556972
Tomato,25.429878937178948,64.9249306322917,7725.697694460524,4483,1.723332075498667,2,0,77.07517660947236,65,1,Salem,0,None,26.159030770971665
Onion,35.0,36.98135977448961,2523.0,2952,0.8546747967479674,6,0,36.263855985101046,47,0,Erode,0,None,34.213715163252765
Tomato,97.0,91.34052948730717,3447.0,4459,0.7730432832473649,3,0,160.99779993615394,33,1,Chennai,0,None,92.53452197048736
Brinjal,72.0,67.01927843906874,1163.0,1632,0.7126225490196079,1,1,157.72299293448128,67,1,Madurai,0,None,72.24867441275919
