vegetable_name,month,year,prev_demand_kg,prev_price_rs,festival_week,school_holiday,season,city,rainfall_mm,temperature,supply_volume_kg,predicted_demand_kg,predicted_price_rs
Beans,9,2023,801.4516316887192,76.112224337859,0,0,Monsoon,Vellore,71.93620774722098,26.408099351219377,699.7846060557898,836.2838414209859,77.1646325836524
Ladies Finger,5,2024,960.4776461684762,89.9728208583748,0,1,Summer,Vellore,47.593934292747306,26.802469717084634,899.729227959034,921.2708589253483,86.32133679926119
Beans,4,2023,306.49162514899575,41.92957335098139,0,1,Summer,Tirunelveli,142.0415312341697,27.598028048650228,298.38205893860396,303.38088025904796,42.41532786938127
Ladies Finger,2,2025,861.5400637274911,40.709322793031255,0,0,Monsoon,Chennai,197.6080894856835,27.444016406221444,713.5511722350071,873.8100551296803,38.78178240323021
Cabbage,11,2024,1026.1246469453959,71.93504571205828,1,0,Winter,Erode,187.78190103047183,37.30640265656902,1088.3015501614664,996.0268061788921,70.30903404817265
Brinjal,2,2023,619.8876101005964,63.082403348751164,0,0,Monsoon,Vellore,95.69268908812839,37.67312966454182,501.6804819307554,639.381121712998,61.70629084011631
Brinjal,5,2024,700.3619550417635,37.69251151538798,0,1,Summer,Coimbatore,241.04427911545457,29.2305185885696,609.9983263467249,717.9140587839133,38.849048709703226
Tomato,4,2024,230.24930244929712,52.23846426292375,0,1,Summer,Madurai,71.57905793710205,35.19767169850368,252.3448323470905,224.22220811775435,51.599738741936996
Tomato,4,2023,523.4736636287014,37.54906889267838,0,1,Summer,Tirunelveli,3.251295444089508,38.58072964628896,437.89339935805174,514.0152084188725,39.23900967335488
Cabbage,3,2024,507.3146349132174,40.262970482263746,0,0,Summer,Chennai,98.59936361097479,35.08777684115557,558.527951818446,522.1068665248298,41.42905915571026
Ladies Finger,10,2024,318.2345642884455,82.97064441447783,0,0,Winter,Trichy,105.2745037656236,26.756005246414087,272.7896096847389,326.5567364825861,83.951507303956
Ladies Finger,7,2024,687.7435561571748,62.797948699626204,0,0,Monsoon,Tirunelveli,211.87266814694885,26.220231709628496,573.5334813982181,721.2118795856975,62.008395087811
Tomato,4,2023,736.2213427650294,32.7810798760158,0,1,Summer,Tirunelveli,112.87787565927474,26.25251075048003,817.837932599943,740.5211882813973,32.53267143924391
Onion,7,2024,496.2489009244161,63.59885621752482,0,0,Monsoon,Madurai,16.890982704551206,26.782268744021078,420.3280290566969,503.6534457675857,65.16367350747082
Ladies Finger,9,2025,556.3630064535732,68.38583364964205,0,0,Monsoon,Chennai,130.90074948196678,37.03163873540101,662.717507595293,559.4789196211469,67.17325973413541
Cabbage,5,2025,902.4027132944374,69.82632549455336,0,1,Summer,Tirunelveli,22.63036412693078,27.493231478638794,800.1818210557869,883.8577912973844,73.28853379287465
Beans,3,2025,133.0990484411496,37.51623593588077,0,0,Summer,Tirunelveli,136.69702583571387,34.30198896702305,121.24690735702734,128.94797075417992,37.38004601536873
Onion,2,2023,153.6139008454289,57.179778854217204,0,0,Monsoon,Chennai,160.8289099032361,29.642914244294914,172.89521166264993,156.45162844780407,55.250629974475395
Beans,6,2024,1104.702218929968,28.329079889033963,0,0,Summer,Madurai,279.818545006204,37.990958342506126,903.7430412253223,1052.3798735068278,27.97911197414056
Tomato,1,2025,265.83783973378974,61.113840480672515,1,0,Monsoon,Coimbatore,251.49861141334137,32.030397396924556,256.78015993938806,259.8141422841002,58.40268076757323
Beans,1,2023,1469.613996818684,30.13860801483252,1,0,Monsoon,Chennai,283.4297189647284,37.74471086016117,1321.0936904182813,1462.3458937213782,29.020946112558487
Potato,4,2024,633.783815374684,74.2053503543527,0,1,Summer,Trichy,80.60174460759221,25.332771130454525,633.3186653714574,632.2760878392676,76.66430410610589
Onion,1,2024,1225.3803682664782,93.977828832979,1,0,Monsoon,Chennai,8.634802894001691,36.32705883510428,1284.3503532038715,1250.3879024053945,91.28032834311438
Beans,12,2024,921.2751013206887,67.51296782237631,0,0,Winter,Erode,131.24247660711873,38.562380417406224,865.3557173235008,922.5639181250017,69.4279934945676
Brinjal,7,2024,721.5165305722718,33.45892906268907,0,0,Monsoon,Tirunelveli,277.97628754844834,32.38174439619307,651.7442624919066,718.5681078339288,35.06506665111475
Ladies Finger,11,2025,909.1119773832515,61.090205074242604,0,0,Winter,Coimbatore,45.5708080536883,27.082407589741152,960.340344507816,880.1913148315629,60.14738334310159
Potato,3,2025,197.35879135955688,57.43361759021813,0,0,Summer,Erode,12.260584879943659,27.53402594608247,179.87993412596413,190.9843093150619,55.07138745101583
Tomato,9,2024,134.23370355068968,51.199054841087644,0,0,Monsoon,Trichy,96.4748294040087,26.38435879343119,133.22133411676464,136.75440735529224,51.2587376486766
Potato,1,2024,163.62262644039933,96.99702368692532,1,0,Monsoon,Vellore,160.97719379619977,38.8606263866115,146.35170407018796,167.87608511717494,97.30029219480137
Onion,10,2024,1018.7593052612143,27.79109149769487,0,0,Winter,Trichy,224.88486960257623,25.457082291003914,1168.4007768616923,1003.9003616279313,27.50529856367974
Cabbage,7,2023,128.62471333727845,30.976117918092005,0,0,Monsoon,Salem,26.76129861361686,33.03003346023285,114.89872830227954,126.60436463175883,30.89548690172581
Onion,9,2023,249.12577475099428,69.12605667521285,0,0,Monsoon,Madurai,167.3226797851312,33.79803151991139,255.54908848910344,246.1056884029029,68.00239073776234
Brinjal,2,2025,399.9528542500597,69.5512553441264,0,0,Monsoon,Coimbatore,2.260308940222422,28.379991965687925,378.4124845393933,399.4653037540175,71.99123522034785
Beans,8,2025,214.837194555677,66.86998872513975,0,0,Monsoon,Tirunelveli,209.08843870992646,39.95883302152592,248.91984904740818,216.46992324288084,69.66111271923498
Carrot,6,2023,810.0711845860376,95.77550651676036,0,0,Summer,Tirunelveli,215.53718125096609,33.02555098067366,802.4952317100575,837.4987820268783,92.95087191077592
Onion,4,2025,948.0749150804484,62.77240348930034,0,1,Summer,Tirunelveli,212.16902869333336,36.51669252164258,791.5629839050943,948.6536158711526,65.48426134983204
Ladies Finger,3,2023,804.4416996230673,82.14074946850982,0,0,Summer,Madurai,296.98806971698355,29.835307674620843,904.1520699802908,784.7039707530431,83.63162643191465
Tomato,11,2025,477.254042311752,52.437129108161265,0,0,Winter,Salem,223.79235766461545,31.127774394038752,559.9026193493879,500.6838500246802,50.89024329087003
Potato,1,2024,477.38350349110334,28.352710393732696,0,0,Monsoon,Madurai,239.8611392758547,37.37699015039196,417.5014690573375,464.76586346459266,28.73195217571668
Beans,9,2023,146.16009418836316,43.57714769143155,0,0,Monsoon,Chennai,214.1347364565978,38.4950116793826,153.41557154297865,146.74153456399873,43.31021445868266
Tomato,1,2023,870.1406719301625,59.505621865238226,0,0,Monsoon,Salem,129.45844294093277,29.992236788687265,950.3847442566283,886.996828837227,57.52248252772332
Carrot,1,2024,724.2657787743893,60.050291406088455,1,0,Monsoon,Trichy,74.54674194433973,36.15919438859015,589.1271810027557,729.3276494785514,61.6263634621672
Potato,1,2024,413.8154073802517,79.40770544561683,1,0,Monsoon,Coimbatore,119.18618716811018,36.95943048669331,355.86758241289425,402.6114129623078,81.17256209416567
Onion,3,2025,408.7497550471761,52.33351672984233,0,0,Summer,Madurai,54.4793150404277,38.62675842000442,422.3843053206146,404.6970591360624,52.13467973877966
Beans,12,2024,240.28265658645435,60.31515997812885,0,0,Winter,Madurai,5.433055146252153,38.08185863416227,281.8148681363497,241.8476940249292,61.5012625683254
Cabbage,8,2025,208.1278227668394,69.45132463080684,0,0,Monsoon,Trichy,127.2392013907158,36.04666353437084,244.28936719308203,216.98508756978032,69.10989755324022
Beans,5,2024,733.5639944924623,71.55511285054932,0,1,Summer,Trichy,260.96890861863847,32.782570856891084,760.3465437900984,726.1551964942657,68.369204732601
Tomato,4,2023,229.6878806387632,52.90022189078219,0,1,Summer,Coimbatore,161.21868088137686,38.79783424619141,215.57089547646763,226.1725811692628,54.15660876321653
Tomato,11,2025,260.00711644974604,72.97616948199641,0,0,Winter,Erode,125.67763485136437,38.7226885160215,245.69569025111522,262.10247090726966,73.94138359115952
Brinjal,5,2023,1034.2467433408285,47.336378252810846,0,1,Summer,Coimbatore,258.18960536722017,33.02604578400488,903.7094442855629,1013.5200157800575,46.436688497806756
Beans,3,2025,898.4550438553391,62.72970608150488,0,0,Summer,Vellore,113.31778423205078,37.548472199384996,929.8842965863123,879.9508841790629,64.0724931501907
Onion,6,2023,237.09474592510313,54.745625292145185,0,0,Summer,Coimbatore,54.57843914858134,37.92678431520276,279.4033987842366,234.09097637833017,53.490552670114056
Beans,12,2023,173.20887662202227,77.19638898694149,0,0,Winter,Coimbatore,197.6771825730454,25.406439887552253,153.94612082152494,168.55085338418937,78.5233388968295
Ladies Finger,6,2023,347.89658107036024,69.25290768952921,0,0,Summer,Erode,71.45483431401796,26.491620891390177,312.1567744003277,355.6291716381185,71.71620915665483
Potato,4,2023,303.31317249746917,46.31030458662528,0,1,Summer,Erode,26.077504485104797,34.49861162366441,331.9343631515763,313.8723562046254,44.56337287294187
Potato,12,2024,651.918580669133,19.367269406791504,0,0,Winter,Chennai,77.82703002938774,30.695386122509003,675.4645609754747,636.7982184611013,19.607711941278815
Beans,9,2024,143.47311996246114,68.97929554150576,0,0,Monsoon,Erode,233.92763243640923,26.713568888805952,147.24799071733617,150.43683622397273,68.77970707250645
Cabbage,2,2025,322.88791576448585,34.312382630861975,0,0,Monsoon,Salem,120.76501307909416,28.2703466124113,341.6224109260822,320.3598304260208,33.05063469622818
Ladies Finger,2,2025,962.3231647648306,30.177970071930492,0,0,Monsoon,Trichy,244.51632852073715,32.47136130266509,795.7163091883563,953.2049687851593,30.17031963657009
Brinjal,5,2024,462.17260253161055,45.75838457636047,0,1,Summer,Vellore,219.6553735377187,28.760959908423967,486.778313865142,461.9079555732024,46.09376781076229
Tomato,5,2024,733.2437318021455,72.79402055259484,0,1,Summer,Coimbatore,221.41008492791113,26.241980018876898,763.4979868775046,714.5716148897448,71.98815881792576
Cabbage,4,2023,321.54666164814074,75.8543506150441,0,1,Summer,Madurai,118.99481191561628,39.3113040480945,274.6010133477221,321.02430722914943,74.10902713411916
Carrot,3,2025,403.4399363092765,81.17391633332537,0,0,Summer,Chennai,46.40164226497087,34.34998826357486,399.28245689444515,397.1617545860003,79.96880967943038
Tomato,11,2024,825.8288680718439,19.810293318753427,0,0,Winter,Salem,290.3098164621259,25.078807278375773,694.7182110878019,810.5177165091732,20.419321665108253
Tomato,1,2024,820.1028918809584,93.66221080794746,1,0,Monsoon,Trichy,227.51772418370444,34.58424078001393,905.0773102918544,838.4816707226637,94.94755212352253
Cabbage,2,2023,381.1790605209383,30.95085148527923,0,0,Monsoon,Salem,200.97523936501176,25.662481565651504,394.6367789048771,400.2133703041731,31.123577606675557
Beans,7,2024,454.0528546825788,67.57342600011307,0,0,Monsoon,Coimbatore,34.58460637418531,31.326439895957687,507.6931765355899,465.180080448127,64.56561533005805
Potato,11,2024,912.1307342732449,65.78880352204568,1,0,Winter,Coimbatore,144.31856515322593,38.274975347849214,923.1730373345043,906.7520965129294,65.16042472360795
Carrot,8,2023,634.8835865349066,50.28341536230264,0,0,Monsoon,Vellore,156.05043296361956,31.402255849822964,730.5390529432417,629.6461832109385,50.09205101710135
Onion,11,2025,405.27120724312397,46.614302998624204,0,0,Winter,Tirunelveli,2.8456300885494223,25.79025753965843,338.57060375962106,386.5313358475425,46.520055063010105
Cabbage,12,2025,437.1297767026082,28.050948690204848,0,0,Winter,Erode,156.75575749035693,35.98407710776968,350.288939159132,435.7008329702106,27.48152250052252
Onion,2,2024,374.53762662262704,47.610984098106314,0,0,Monsoon,Chennai,13.530203166096955,26.64201398018673,358.30219063885,360.47140002876387,49.7840241499691
Ladies Finger,5,2025,577.7279896791391,32.30519386878902,0,1,Summer,Trichy,180.2395339326594,38.55585950762906,690.7743154902762,591.7871633944468,30.899874031067707
Cabbage,6,2023,347.6342884555132,69.8410806857904,0,0,Summer,Chennai,115.22718344737487,25.550979061399204,411.2194174571427,358.9743169502603,71.94168868445816
Beans,7,2023,632.0619849813623,54.2703402092909,0,0,Monsoon,Vellore,78.07001038545819,32.72871886472089,629.8336734271523,663.4334825487286,56.42723970588466
Potato,8,2023,202.8490461901668,30.016710171940375,0,0,Monsoon,Tirunelveli,137.22962933211218,30.867546491205697,184.42705648744052,202.37593787743538,28.649078808110843
Onion,10,2023,665.9190496553832,22.950676610772128,0,0,Winter,Chennai,75.79472818826552,25.07623209727039,718.0510000147756,635.8716888072726,23.02550159871846
Ladies Finger,12,2023,691.3282793387341,68.73209476710775,0,0,Winter,Chennai,177.7223353978553,37.37021448887724,649.2427599658638,703.6350393830501,69.18388432496644
Ladies Finger,6,2025,454.1238254368356,65.94794374138777,0,0,Summer,Salem,48.12003159902163,30.010133181178567,406.65699239269094,473.6552529625308,63.3485006408912
Potato,12,2025,253.40502937177973,61.5718281087478,0,0,Winter,Tirunelveli,263.7214440684395,25.07717756132072,285.83549257306373,246.52825448032584,64.08827678496317
Onion,2,2024,654.7955143040322,45.05407550003802,0,0,Monsoon,Chennai,25.229467340395395,29.896503647549395,670.4698292066046,629.6411423667697,44.49853785298285
Cabbage,3,2024,562.6346195372829,58.00315161857594,0,0,Summer,Erode,252.03645082236562,30.88226817167795,490.504258938838,576.9085942345896,59.67832313437115
Brinjal,4,2024,434.2530982399173,58.19166658955478,0,1,Summer,Erode,212.57160138078882,32.10360832652633,357.4633343715903,415.7840715611789,60.24242622449071
Beans,12,2025,342.8387603745723,64.24913421371498,0,0,Winter,Erode,6.637065458699176,29.85415328724312,341.2813385651825,352.10937476630363,65.42679113894945
Onion,2,2023,566.0698152223274,38.55031037612328,0,0,Monsoon,Coimbatore,158.10722886355862,37.38881148699845,520.4161557848907,585.3131980914774,39.60205066085574
Brinjal,11,2025,653.8669238737666,85.68820369702898,1,0,Winter,Tirunelveli,272.8573532843455,37.860401381387476,775.3607527856508,670.8736153723768,85.19377215676145
Potato,10,2024,269.9473416496964,66.21195827464315,0,0,Winter,Salem,259.3074749518911,32.09814860037336,320.50237014707153,261.4581865444362,68.65268445621751
Ladies Finger,11,2024,473.5337258110441,27.422640807524697,1,0,Winter,Erode,273.5508104879733,39.51266895420667,413.95539341297916,471.7389046988372,26.05488678447876
Carrot,12,2023,775.6937925636192,61.1603997568068,0,0,Winter,Salem,174.59142057431964,29.034901066526466,868.0196914776512,760.9836874339284,60.886524398486074
Cabbage,2,2024,417.31887434929496,37.74015205608285,0,0,Monsoon,Trichy,87.49877361279097,35.424728291898134,477.43322371848234,428.997584316346,36.00266650257174
Beans,8,2023,548.6662593267147,28.783472365989383,0,0,Monsoon,Madurai,149.6664460354068,34.27233601477179,593.1005385399654,551.9389813309675,27.37242263935815
Brinjal,2,2023,873.1128476176526,54.3984373054964,0,0,Monsoon,Salem,23.573549146506224,30.95384914302394,744.8406100686263,879.0099258532687,55.42909713001654
Onion,2,2024,908.0207781139437,64.71902114424984,0,0,Monsoon,Vellore,211.94271794607036,25.47379217238463,1066.4566914167542,867.3388397503256,64.98628698400285
Onion,8,2024,928.2065469297103,41.455635887222805,0,0,Monsoon,Chennai,24.034453915402544,38.42224984090792,945.876768981646,957.6583336702487,41.257968303674055
Potato,9,2024,118.08108025315371,30.55967188986107,0,0,Monsoon,Vellore,195.08825576203617,32.18918392864431,123.54785744580342,116.06209968842404,30.468550871481444
Ladies Finger,7,2023,793.7134797727585,51.56470821956384,0,0,Monsoon,Erode,215.76053348167915,28.426821119969482,951.2922476298131,831.398453062742,52.33985823500239
Onion,3,2023,191.37476169317327,83.35460420671646,0,0,Summer,Madurai,138.78688702179488,38.024087581125706,208.7645323294081,196.0195519587758,82.73355684493217
Brinjal,12,2024,572.9617799562553,84.7990976387347,0,0,Winter,Chennai,173.60262257171803,31.579231287843857,624.5873919803506,572.197961251255,87.96569300140061
Onion,6,2025,898.7905888349924,81.63373729839269,0,0,Summer,Chennai,115.15414556033889,31.987192105303727,1019.5873478723246,875.0438308904662,83.88683013793592
Brinjal,7,2024,626.5769006507257,32.426005752674804,0,0,Monsoon,Erode,20.739835855985834,31.5574808322524,525.6713005406064,620.6257233168723,32.72730300942228
Carrot,4,2024,954.3793100020583,28.872888340178687,0,1,Summer,Salem,119.71378384113332,37.86979380884058,766.9508203465267,962.8172288023657,29.157904112683187
Brinjal,7,2025,415.62238649781017,29.652146242697146,0,0,Monsoon,Trichy,99.26680889675158,31.731663607471045,443.7833636595549,400.8992364470811,29.50220671137969
Cabbage,12,2023,384.6118234221574,66.23540283322973,0,0,Winter,Madurai,220.92060451969215,34.95706791432708,380.70891736756244,397.8490258167639,68.26002140470389
Brinjal,6,2025,983.5104852811961,39.84686266176818,0,0,Summer,Vellore,280.9817076884884,25.590153110027643,834.8469405392156,978.809209592209,41.575718485348844
Ladies Finger,1,2025,646.3250284845523,42.627925832201164,0,0,Monsoon,Salem,1.4819942803228847,39.27717678134859,682.2917075931013,670.1045087031164,42.434991224481706
Carrot,2,2025,489.0192422513154,51.64169892454853,0,0,Monsoon,Madurai,92.37898247735727,35.5702114410497,430.6994826822429,497.5004219639507,54.06840456515755
Tomato,8,2023,484.206431344851,53.3195075997002,0,0,Monsoon,Vellore,207.78778566784936,37.57172934472165,570.3204571595282,493.079418727762,53.304443580507844
Tomato,8,2025,763.8232582648867,73.86090225889491,0,0,Monsoon,Coimbatore,206.85802530946833,35.147700786658696,676.9536856643895,775.9593000212924,73.07697518287812
Ladies Finger,10,2024,1160.683073266605,34.88185133892969,1,0,Winter,Salem,298.0010812075885,36.28641643923359,970.5546874773428,1136.156168026105,33.51835336747303
Onion,6,2024,807.1936517445037,73.89081888636991,0,0,Summer,Trichy,263.36734771239827,29.75793575148098,926.3033489688737,797.1579948428276,72.3898693219976
Carrot,5,2025,184.3627315423929,37.67198561947253,0,1,Summer,Salem,114.1259112698393,33.22749582477215,191.47806183138394,185.20502749826272,37.46260266180462
Beans,11,2025,934.1295790432678,20.495100276752765,0,0,Winter,Coimbatore,259.00009487154756,32.78622677704327,926.3508494887835,889.8184013048609,20.169736107557338
Brinjal,2,2023,407.61082640491696,57.91371587696341,0,0,Monsoon,Trichy,243.89572161482803,35.77184614339742,481.8813824670022,387.9734648938919,56.15185314689935
Carrot,5,2025,1065.0012590708275,60.195529551822204,0,1,Summer,Erode,280.3308080416543,30.274340308594518,895.2063312544309,1063.4965996453257,58.73143322127462
Brinjal,11,2023,562.9230008012524,35.87454315884265,1,0,Winter,Tirunelveli,214.84520226695807,29.089360011003006,543.456921124727,541.6380993029074,34.73068101670833
Carrot,10,2025,1083.0311250170475,91.36195470767449,1,0,Winter,Chennai,275.3257467514132,31.36791137794543,904.1312622422895,1117.2276858767523,90.20631444675386
Ladies Finger,11,2023,350.5118407639814,49.1720296282689,1,0,Winter,Coimbatore,63.61345197246799,34.16471483276487,338.03761083452537,362.42438185120733,51.13902451584087
Cabbage,10,2025,237.92086003756143,55.04739367579317,1,0,Winter,Salem,200.26496978744115,26.433029707520024,249.70834685785013,236.7733125019168,55.52415069260075
Carrot,3,2024,855.2052200169576,83.08920034244522,0,0,Summer,Salem,93.6815358146388,28.45369252641805,754.6967696901395,867.0036990771074,81.06916767350026
Ladies Finger,9,2024,885.8667541564713,55.89908544694366,0,0,Monsoon,Trichy,132.81509003385813,31.686863718658437,965.423559917241,842.9749543696065,55.010793216914934
Beans,4,2024,239.03230631681822,77.19119672985897,0,1,Summer,Madurai,79.46863417102003,34.67934756288575,248.1873132730267,236.67037823689444,76.16421478347758
Beans,7,2023,602.9248583941724,83.74563282359331,0,0,Monsoon,Salem,70.11362457312991,33.10017871906766,694.5885104128037,612.0216300309388,84.02163989271396
Ladies Finger,3,2024,1132.5618879221315,26.01566951684087,0,0,Summer,Coimbatore,167.33502521100746,35.959757653588696,1116.7991689457128,1082.7452860340254,26.177738854223985
Brinjal,9,2025,282.2359340083086,60.394525422349865,0,0,Monsoon,Trichy,226.8489986685738,30.21357286358473,300.85353984413695,290.57459357192937,62.97444559019145
Ladies Finger,12,2025,222.99483018763007,79.23421413169471,0,0,Winter,Vellore,161.98713908416786,37.63049941564632,224.86423842077215,225.7507271386098,75.97867385897459
Carrot,1,2023,1014.1425926505575,83.73752062448712,1,0,Monsoon,Erode,90.93850678359858,28.946688548662642,957.4059421128557,972.3236872610391,87.39649709629659
Tomato,11,2025,516.1801465360945,45.14111484926848,0,0,Winter,Salem,275.81759196432523,32.454452243587454,617.797025020259,534.320005154625,43.82529881439351
Carrot,10,2024,1455.279851112436,68.38904223196893,1,0,Winter,Salem,241.77762003528633,36.85045654460592,1341.5812457634138,1394.2918787759093,67.72553296679219
Onion,2,2025,618.7439526971704,33.930415710479195,0,0,Monsoon,Madurai,246.74416909030828,26.987870091127725,708.3416613751632,644.9017982061112,33.88651626318225
Beans,6,2024,528.2709776745396,83.47321799324021,0,0,Summer,Erode,43.912197648674734,30.51301633437297,437.02216315139407,503.22099692279755,80.427833605574
Brinjal,12,2023,690.2919067295887,31.533167316745125,0,0,Winter,Trichy,255.4345912653796,25.004987591807343,557.1174261131931,697.371068630613,31.10683327902138
Carrot,5,2025,879.4521227048266,58.025788309312745,0,1,Summer,Madurai,17.33416829890999,35.425528432878295,1049.6011057170258,856.514261605731,55.949912069304766
Tomato,3,2025,179.66305101036187,42.079145876458234,0,0,Summer,Chennai,299.00905615589306,37.209554042590284,187.9433213336752,176.18214444919306,42.6004889733384
Brinjal,7,2024,174.52597657379113,55.43758806679881,0,0,Monsoon,Tirunelveli,58.38675354622952,30.516390263159344,168.53134105438227,180.24236368266443,56.73268984640315
Beans,7,2024,662.0409516705818,48.67110716991337,0,0,Monsoon,Trichy,174.64446893399167,35.21462240857367,579.8670644614933,669.9158091604146,47.81206405044227
Onion,5,2023,524.8836985850243,67.03675835037032,0,1,Summer,Coimbatore,32.92085960325105,33.219392334605395,515.3050612348343,542.9584405072562,64.3424342594932
Onion,4,2024,763.9209033077846,80.01437152024975,0,1,Summer,Tirunelveli,112.7664855437308,30.91714417855053,751.5291187832452,785.6939128703514,83.1516125170763
Tomato,1,2023,314.39983824339413,98.16821284421908,1,0,Monsoon,Erode,279.0956654513471,28.795876492011768,349.75981254636775,324.6219892241645,98.1235669566755
Cabbage,6,2023,178.83009390835664,43.35904530960656,0,0,Summer,Madurai,45.050700245112495,36.061506530822285,179.7043528070251,182.0531089764291,41.37178276266638
Tomato,11,2023,457.52779938881764,58.93021510163439,0,0,Winter,Vellore,221.2525078377021,30.298771127530962,420.291548289864,450.65130433385485,60.548754268727436
Carrot,12,2025,542.6106866661809,79.46866188340061,0,0,Winter,Madurai,229.3117986665208,28.97569642487506,438.63453320781673,519.9388748242608,83.1866829751862
Carrot,8,2023,442.3251940727743,18.94379633746909,0,0,Monsoon,Erode,76.62404540556585,28.91069949879875,366.11332504552684,462.6644794575487,18.902603610371894
