land_area,soil_type,water_availability,irrigation_type,rainfall_mm,temperature_celsius,humidity_percent,season,previous_crop,market_demand_level,district,recommended_crop
12.845412235470228,Red,Low,Canal,1854.5003080724316,29.212951547625607,61.07261905372236,Rabi,Maize,Medium,Madurai,Onion
4.095232953239782,Red,Low,Canal,416.0244991019557,38.41573779546665,64.04563679964839,Kharif,Ladies Finger,Low,Tirunelveli,Maize
9.782982842882443,Red,High,Canal,353.01132960418397,25.769808974596152,72.72928618851401,Summer,Rice,Medium,Madurai,Brinjal
12.13843555387934,Sandy,High,Canal,1106.2034247906283,27.576442104973133,59.33470886238204,Kharif,None,High,Madurai,Rice
12.166578136229015,Clay,Low,Rainfed,1692.4739400461394,37.58714933731754,78.20830589699347,Rabi,Brinjal,Medium,Chennai,Maize
7.538990990330523,Black,Low,Rainfed,1935.567935799,37.380298293420836,77.98081278451023,Kharif,Banana,Low,Erode,Maize
12.959513014018105,Clay,Low,Borewell,1476.8701596803492,38.68230433443702,53.73174048725522,Kharif,None,High,Coimbatore,Maize
1.268822821685865,Sandy,Low,Borewell,606.978086716467,32.49479507215785,90.3518563673423,Rabi,Beans,Low,Salem,Onion
4.255681041819793,Sandy,Low,Rainfed,1652.0811245304656,36.39142005864485,43.01854380555612,Summer,Maize,Low,Coimbatore,Maize
13.068659687203532,Loamy,High,Canal,1804.4972060895777,31.665832917967805,64.25676889614888,Summer,Ladies Finger,Low,Erode,Rice
11.020080201319075,Red,Medium,Borewell,1554.3548037410924,31.4436984173321,63.47493811601754,Rabi,Maize,Low,Madurai,Banana
17.466928041068133,Loamy,Low,Borewell,1199.1931278462603,40.65948936728371,83.9330779675516,Summer,Onion,High,Tirunelveli,Maize
2.226596506965554,Red,High,Tank,1785.251094116776,41.64983632238449,82.25503776254851,Kharif,Ladies Finger,High,Salem,Rice
5.156154342481895,Loamy,High,Canal,804.9048899732998,38.762080077221825,79.35543233788331,Kharif,None,High,Trichy,Beans
19.760586599852616,Clay,Low,Borewell,965.7712389186053,22.73762626053084,92.60286336576837,Kharif,Beans,Low,Chennai,Brinjal
8.642825127806104,Loamy,Medium,Borewell,1981.6143466827102,36.35376210365973,43.574252521559174,Kharif,Brinjal,High,Madurai,Beans
10.497425964821918,Sandy,Low,Canal,952.9540395351243,20.8081026233855,92.64986446408291,Rabi,Beans,High,Tirunelveli,Onion
19.397501287745822,Clay,High,Rainfed,1315.3659231315796,31.550693018925898,54.312835237334,Summer,Maize,Medium,Tirunelveli,Rice
19.928547628231122,Loamy,Low,Canal,1358.9935509897018,36.45317529002902,41.91758381286037,Rabi,Beans,Medium,Madurai,Maize
17.61048682129242,Loamy,Low,Tank,1110.3506081616263,20.97628659773121,86.87064433408543,Rabi,None,Low,Erode,Onion
18.665995022220304,Loamy,Low,Canal,994.3704622201878,28.199147374270908,54.28645810681794,Kharif,Maize,Medium,Trichy,Beans
4.793572438021321,Red,High,Borewell,1747.0517538829067,30.893223594307436,66.43226175296564,Kharif,Tomato,Medium,Madurai,Rice
7.2822795540927645,Sandy,Low,Borewell,753.9480592880162,39.329859699813476,83.85843118838105,Kharif,None,High,Madurai,Maize
5.154455610369841,Red,Medium,Tank,1351.6393429658133,36.55976607026811,48.72328079111905,Summer,None,Low,Vellore,Banana
16.603426636012873,Sandy,Low,Borewell,1563.9640356957332,23.53671771306278,84.98818632654843,Rabi,Ladies Finger,Medium,Erode,Onion
2.1399153771257007,Loamy,High,Borewell,1374.0829959283362,25.715678783411516,74.87031367047862,Kharif,Tomato,Medium,Madurai,Rice
15.340044098789546,Sandy,High,Tank,1728.206554660072,28.627326651794327,49.872352788310835,Kharif,Brinjal,Medium,Chennai,Rice
6.368789555462917,Clay,Medium,Borewell,1289.6897822996646,27.609427252965048,74.15035347721124,Summer,Maize,Medium,Tirunelveli,Ladies Finger
19.48303489895924,Red,Low,Rainfed,1310.472960688527,28.43946972892368,43.60943795157071,Kharif,Brinjal,Low,Vellore,Brinjal
16.466320045463327,Loamy,Medium,Rainfed,1058.0346008404722,26.01978665819665,94.8418475086741,Kharif,Tomato,High,Salem,Beans
3.6906645132375493,Red,High,Rainfed,675.3083417408927,21.81238300354854,77.42746161410922,Rabi,Tomato,High,Tirunelveli,Onion
3.4456288897275544,Black,High,Borewell,1846.1916686112913,38.861922026034975,93.04862597486147,Summer,None,High,Madurai,Rice
6.583063814655044,Sandy,Medium,Rainfed,1567.9229204526393,24.407901158071677,87.7467547419792,Rabi,Banana,Medium,Salem,Onion
17.43815177513441,Red,Low,Rainfed,1736.131487798709,36.742527800745975,74.44211768972784,Kharif,Banana,Medium,Madurai,Maize
4.116448056194759,Clay,Medium,Canal,1317.156350708126,33.36074186177876,53.61469755818563,Kharif,Brinjal,High,Chennai,Brinjal
1.7520742729651146,Red,High,Canal,1655.8504710832199,26.827963096318623,65.03710819949907,Kharif,Maize,Medium,Erode,Rice
8.21312913565939,Loamy,High,Borewell,1762.2080752216477,37.15672175565369,42.17903539415964,Rabi,Tomato,High,Salem,Rice
2.504451887606981,Black,High,Canal,1618.8680508480254,40.7072250931125,43.98289496804878,Kharif,Rice,High,Trichy,Rice
2.108916421588215,Red,Medium,Canal,847.5609937728701,41.50426049892529,51.04724994242618,Rabi,Maize,Low,Coimbatore,Banana
1.3030781579457977,Black,High,Tank,1381.9314242241824,35.542465982711825,41.737237965410316,Rabi,None,Low,Vellore,Rice
11.055278538370874,Sandy,Medium,Tank,1662.9377412186461,27.467904235941734,84.81538125605817,Summer,Onion,Medium,Coimbatore,Ladies Finger
15.784734791667807,Loamy,Low,Borewell,578.7991176821454,29.649358762769843,79.8654607930732,Summer,None,High,Madurai,Beans
4.774672753481864,Black,High,Tank,1782.115724254306,29.540417347040556,42.40139117390486,Rabi,Brinjal,Medium,Madurai,Rice
4.954867455960326,Clay,Low,Rainfed,438.5950322391254,28.8717499447243,52.13086187072778,Rabi,Rice,Low,Chennai,Onion
3.896770063275946,Red,Low,Canal,1562.6010860399679,29.360853357857657,59.02642459008296,Rabi,Onion,Medium,Salem,Onion
10.522919422270137,Clay,Medium,Borewell,972.3757887433259,33.33615169834577,72.87479608907253,Rabi,Ladies Finger,Medium,Madurai,Onion
12.050831407570563,Red,Low,Borewell,1091.8817719344224,38.39195740318661,52.968565167756545,Rabi,Banana,Medium,Vellore,Maize
12.834540397912969,Sandy,Low,Borewell,1752.4546587282846,30.830112841856767,53.59770909217474,Kharif,Banana,Low,Salem,Brinjal
13.421114940662246,Clay,Low,Borewell,1948.0009479699888,25.678935519424805,76.12051654977107,Summer,Rice,High,Vellore,Brinjal
9.348896056980966,Loamy,Medium,Rainfed,1051.4414354308578,27.27956598576178,64.68276656072717,Rabi,None,High,Trichy,Onion
5.349928315458783,Loamy,High,Borewell,583.9712434316148,23.68762275834299,42.01692848134486,Kharif,Beans,High,Salem,Beans
16.961323754899343,Black,Low,Rainfed,1248.838424309567,31.877928469048676,41.8803271266537,Rabi,Maize,High,Vellore,Onion
5.007052792339109,Sandy,High,Borewell,507.58685381704555,29.948378622235577,91.36312596403477,Kharif,Rice,High,Madurai,Brinjal
1.310670751482646,Sandy,High,Canal,1940.7017839412774,20.108679580557013,92.34964819827815,Rabi,None,Low,Vellore,Rice
5.457379308001118,Loamy,Medium,Rainfed,1433.6692378283774,23.072327604638883,41.648547442997284,Kharif,Onion,Medium,Coimbatore,Beans
14.791528907656165,Sandy,High,Borewell,1542.4101072804897,23.435604585427825,52.90087113341558,Summer,Brinjal,Low,Coimbatore,Rice
13.401830832237362,Sandy,Low,Canal,329.7771844655058,25.371240389292232,85.6982455237938,Summer,Banana,High,Chennai,Brinjal
2.705641471993174,Clay,Medium,Tank,1450.072755821319,24.74485335274978,76.23870086279615,Kharif,Beans,High,Coimbatore,Brinjal
7.297186511218424,Sandy,Medium,Tank,381.9604660629452,41.49783205286898,62.379937839757886,Kharif,None,High,Trichy,Brinjal
6.129369112847443,Loamy,Medium,Borewell,1600.824469744834,40.364846279375655,64.09947905265932,Rabi,Maize,High,Salem,Onion
6.685316476925273,Red,Low,Borewell,504.35539413003437,31.97876015513869,40.31672632739669,Summer,Rice,Medium,Vellore,Brinjal
11.487059083294946,Loamy,High,Borewell,1314.0253074752168,32.005111546900416,64.44306990131608,Rabi,Tomato,Medium,Tirunelveli,Rice
12.580061747187482,Clay,Low,Borewell,1767.667204272103,31.419799272996798,66.3550032696352,Kharif,None,High,Coimbatore,Brinjal
10.769164046744711,Black,Low,Rainfed,1600.301544621618,37.88568625175405,79.4967691924572,Summer,Beans,Low,Madurai,Maize
0.6474760620737714,Red,Low,Borewell,1412.9782384332918,28.361639196618516,50.84347696150825,Kharif,Brinjal,Low,Coimbatore,Brinjal
3.743466350991272,Black,High,Tank,1439.1632588386008,40.451329303283764,69.27431173364721,Rabi,Onion,Medium,Coimbatore,Rice
8.298151532681047,Red,Medium,Borewell,1188.217768877401,22.71089839178765,87.2678686304324,Summer,Ladies Finger,Low,Erode,Banana
15.971441533882828,Red,Medium,Tank,1936.9756879038857,30.638004227838344,84.3295902376337,Kharif,Banana,High,Coimbatore,Banana
2.6899347160187737,Red,Low,Canal,1692.6210610255434,39.45254219366497,52.544387457191284,Kharif,Banana,Medium,Salem,Maize
16.877295405901048,Clay,Medium,Rainfed,1626.893375914565,26.045732782058995,85.2437875182523,Summer,None,Medium,Madurai,Ladies Finger
12.665256831193174,Clay,Low,Canal,560.0724614085566,25.175182865643666,87.80927935580789,Kharif,Ladies Finger,High,Salem,Brinjal
3.979696321941556,Red,Low,Rainfed,1332.0598613509273,32.02734307970954,52.75709028637865,Rabi,None,Medium,Salem,Onion
19.7618176441903,Loamy,Low,Borewell,1448.930116648539,29.739773269149595,64.5185003017476,Kharif,Rice,Low,Vellore,Beans
7.1512554772473,Loamy,Medium,Canal,1283.2577589108955,26.03153466431573,44.36806529439426,Kharif,Rice,Low,Salem,Beans
6.805745461252655,Loamy,Medium,Borewell,1349.1648317725997,29.73301860257473,85.75247122882821,Kharif,Beans,Medium,Erode,Beans
13.192108696420286,Black,High,Canal,866.1032521989365,34.72871301436018,94.67766486716421,Rabi,Brinjal,High,Madurai,Onion
14.747684949665299,Black,Medium,Tank,450.9045699832064,41.15664619100589,74.92280250750682,Summer,None,Low,Erode,Ladies Finger
8.484818133601475,Clay,Low,Tank,302.10235559099607,26.61876838377161,93.96800058893672,Summer,Ladies Finger,Low,Erode,Brinjal
0.8905139405535771,Black,High,Borewell,1441.6493541421635,22.044441176346577,54.1375996537644,Summer,Rice,High,Erode,Rice
10.38334942049941,Black,Medium,Borewell,361.4726468920956,26.66882383079723,54.47119134509636,Rabi,None,High,Coimbatore,Tomato
18.770677549105724,Clay,High,Rainfed,1702.9863839959246,26.153477846372542,91.83128605062282,Rabi,Ladies Finger,Medium,Madurai,Rice
15.832381156763343,Black,High,Tank,654.4678744074708,40.47309472216616,46.400151883701184,Rabi,Tomato,Medium,Erode,Onion
10.88338325490881,Loamy,Low,Tank,1691.8495069262592,27.095615512621134,41.25916037368661,Summer,Maize,Low,Coimbatore,Beans
19.16779631394445,Sandy,Medium,Borewell,1277.7776958442623,30.54579768303274,57.25502301567528,Summer,Rice,Medium,Erode,Ladies Finger
15.413791117608412,Red,Low,Rainfed,977.7271472129323,23.22022782756948,60.21439322603423,Kharif,Maize,High,Vellore,Brinjal
19.28074467598889,Black,High,Rainfed,1160.441166828415,29.66925714992402,45.81155763439592,Rabi,Maize,Low,Madurai,Rice
8.03598640260337,Red,Low,Canal,1081.6607204078443,21.279603501120466,94.71764744433719,Kharif,Banana,Low,Salem,Brinjal
8.891574961423963,Clay,Low,Borewell,506.35439701812913,26.672053246487103,45.55751960558557,Kharif,Onion,Low,Erode,Brinjal
16.372420255367366,Black,High,Tank,1414.7302433548157,38.656349475486834,79.83746083221637,Kharif,Onion,Low,Tirunelveli,Rice
13.254478009753964,Loamy,Low,Rainfed,1004.020579299176,38.20583370247124,80.34879093087712,Rabi,Beans,Medium,Vellore,Maize
8.615002964505349,Loamy,High,Canal,1643.5741509622517,32.80726105515939,77.45361549810346,Summer,Beans,High,Trichy,Rice
0.7363551055559188,Sandy,High,Borewell,638.0556722180031,21.421566956569894,42.3448265107868,Kharif,Tomato,High,Chennai,Brinjal
13.098757407518907,Red,Low,Borewell,1130.0099329370228,23.301070623267655,57.85717597895329,Rabi,Banana,Low,Salem,Onion
12.474585568102354,Red,Medium,Canal,1634.5281245229967,39.625863156685156,92.54340775771605,Kharif,Banana,High,Salem,Banana
13.918626768687572,Black,High,Borewell,1729.4816850240684,20.84537967717115,89.5969095674483,Kharif,Ladies Finger,Medium,Erode,Rice
17.95479594377746,Clay,Low,Borewell,413.3084689531729,31.40497648279449,48.25929504493729,Kharif,Ladies Finger,High,Erode,Brinjal
1.3126215617464931,Clay,Low,Rainfed,1420.3604081462572,37.646872278806924,45.79521436740433,Kharif,Beans,High,Erode,Maize
